Statistical profiling result from isolate-0x62390c0-28165-v8.log, (22971 ticks, 161 unaccounted, 0 excluded).

 [Summary]:
   ticks  total  nonlib   name
      2    0.0%    0.0%  LazyCompile: *onParserExecute _http_server.js:561:25
      2    0.0%    0.0%  LazyCompile: *module.exports /home/post/projects/osprey-profiling/app/node_modules/lowercase-keys/index.js:2:18
      2    0.0%    0.0%  LazyCompile: *handle /home/post/projects/osprey-profiling/app/node_modules/express/lib/router/index.js:136:31
      2    0.0%    0.0%  LazyCompile: *get net.js:1677:6
      2    0.0%    0.0%  LazyCompile: *get _stream_duplex.js:153:6
      2    0.0%    0.0%  LazyCompile: *fromStringFast buffer.js:400:24
      2    0.0%    0.0%  LazyCompile: *emitCloseNT _http_server.js:703:21
      2    0.0%    0.0%  LazyCompile: *Socket._final net.js:397:35
      2    0.0%    0.0%  LazyCompile: *Socket._destroy net.js:645:37
      2    0.0%    0.0%  LazyCompile: *<anonymous> _http_outgoing.js:523:45
      2    0.0%    0.0%  LazyCompile: *<anonymous> /home/post/projects/osprey-profiling/app/node_modules/raml-validate/raml-validate.js:400:56
